business_id,sector,business_age_years,legal_status,division,location_type,employees_count,monthly_revenue_bdt,monthly_profit_bdt,existing_loans,prior_loan_count,late_payment_history,loan_purpose,loan_amount_bdt,preferred_tenure_months,collateral_level,cashflow_stability,missed_payment_last_12m,repayment_confidence,owner_education,days_payable_outstanding,business_description,loan_purpose_description,repayment_plan_description,risk_factors_description,target_missed_payment,split
SME174,Agriculture,14,Sole,Jessore,Rural,10,359000,114202,No,0,Never,Expansion,1126000,15,Low,4,No,5,Secondary,45,Vegetable farming growing various vegetables for market. Use quality seeds and fertilizers. Running 14 years with good production.,Need equipment and irrigation. Want to expand acreage. With more land can supply larger volumes to markets.,Harvest season brings good income. Will pay after harvest. Multiple crops yearly. Low overhead. Land as collateral.,Weather dependent business. Seasonal demand fluctuation. Price volatility in market. Finding skilled workers difficult.,0,train
SME175,Manufacturing,10,Limited,Rajshahi,Rural,6,372000,89228,Yes,2,Never,Working capital,1173000,6,High,5,No,3,Bachelor's,50,Rice mill processing paddy from local farmers. Running 10 years in rural area. Process monthly and supply to wholesalers.,Old milling machine breaking down. Need new automatic machine for better processing and less wastage. Will increase capacity.,Harvest season is peak when generate maximum profit. Will pay during these months. Have land as collateral.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,0,test
SME176,Retail,11,Sole,Dhaka,Urban,5,781000,204238,Yes,1,Never,Renovation,684000,6,High,2,Yes,4,Master's,25,Small retail shop selling ready-made garments and accessories. Running for 11 years with steady customer base from local community.,Need working capital to purchase inventory for upcoming Eid season which generates high sales volume.,Will repay from daily sales revenue. Peak season sales will allow monthly repayment. Good cashflow during festivals.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,1,train
SME177,Manufacturing,12,Limited,Gazipur,Urban,12,756000,209745,Yes,3,Never,Expansion,807000,18,High,5,No,5,Secondary,50,Small garments factory producing t-shirts. Supply to local brands. Running 12 years with orders from brands. BGMEA member.,Need industrial sewing machines. Current machines old. Want to add printing in-house. This will increase margins and orders.,Monthly production steady. Brands pay after delivery. Can produce more with machines. Factory building as collateral.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,0,test
SME178,Agriculture,8,Partnership,Gazipur,Rural,15,207000,68588,Yes,3,Sometimes,Equipment,444000,18,High,5,No,5,Bachelor's,20,Poultry farm raising chickens and producing eggs. Capacity good with several thousand birds. Running 8 years with success.,Need to upgrade ventilation and feeding equipment. Current system labor intensive. Better equipment will reduce costs and mortality.,Chickens ready for sale regularly. Do multiple cycles yearly. Will repay after each cycle. Farm land as collateral.,Weather dependent business. Seasonal demand fluctuation. Price volatility in market. Finding skilled workers difficult.,0,train
SME179,Services,14,Sole,Dhaka,Urban,12,702000,188295,No,0,Never,Equipment,298000,24,High,4,No,5,Master's,20,Printing press doing offset printing and binding. Textbooks catalogs and corporate work. Running 14 years with good reputation.,Need to purchase better printing machine. Current machine limits quality. New equipment will compete for better contracts.,Have annual contracts with publishers. Can earn more with new machine. Academic season peak time. Machinery as collateral.,Finding qualified staff difficult. Customer retention challenge. Competition increasing. Service quality must be maintained consistently.,0,train
SME180,Retail,5,Sole,Chittagong,Urban,5,496000,121318,Yes,2,Sometimes,Working capital,1124000,24,High,4,No,3,Higher Secondary,10,Licensed pharmacy selling medicines and health products. Established 5 years ago near hospital area. Good relationship with doctors.,Want to stock more medicines inventory especially chronic disease medications. Many customers but stock unavailable.,Daily sales steady. Will allocate portion for repayment monthly. Pharmaceutical companies give credit. Shop ownership as collateral.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,0,train
SME181,Agriculture,8,Limited,Khulna,Rural,20,718000,245691,Yes,1,Rarely,Renovation,221000,24,Low,4,No,5,Secondary,50,Fish farming in ponds growing various species. Started 8 years back using scientific methods. Sell to local market and wholesalers.,Want to lease more ponds and install equipment. Also need storage and delivery truck. Will supply directly to markets.,Fish ready for harvest every few months. Major harvest brings good income. Will pay during harvest months. Land as collateral.,Weather dependent business. Seasonal demand fluctuation. Price volatility in market. Finding skilled workers difficult.,0,train
SME182,Manufacturing,12,Partnership,Dhaka,Urban,4,722000,183472,Yes,3,Never,Equipment,297000,18,High,4,Yes,4,Bachelor's,25,Plastic products making containers bottles and household items. Supply to distributors. Running 12 years with good market.,Need more injection machines. Current capacity cannot meet demand. Have orders but producing insufficient quantity.,Distributors order monthly with regular payment. Will earn more with production increase. Ramadan season demand triples.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,1,train
SME183,Agriculture,5,Sole,Gazipur,Rural,10,242000,81733,Yes,3,Never,Inventory,162000,15,Moderate,2,Yes,4,Bachelor's,50,Poultry farm raising chickens and producing eggs. Capacity good with several thousand birds. Running 5 years with success.,Need to upgrade ventilation and feeding equipment. Current system labor intensive. Better equipment will reduce costs and mortality.,Chickens ready for sale regularly. Do multiple cycles yearly. Will repay after each cycle. Farm land as collateral.,Weather dependent business. Seasonal demand fluctuation. Price volatility in market. Finding skilled workers difficult.,1,train
SME184,Manufacturing,13,Partnership,Dhaka,Urban,10,311000,108285,No,0,Never,Inventory,151000,18,High,4,No,4,Secondary,45,Plastic products making containers bottles and household items. Supply to distributors. Running 13 years with good market.,Need more injection machines. Current capacity cannot meet demand. Have orders but producing insufficient quantity.,Distributors order monthly with regular payment. Will earn more with production increase. Ramadan season demand triples.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,0,train
SME185,Retail,4,Limited,Dhaka,Urban,2,261000,67834,Yes,1,Rarely,Inventory,430000,24,Moderate,4,No,3,Secondary,30,Small retail shop selling ready-made garments and accessories. Running for 4 years with steady customer base from local community.,Need working capital to purchase inventory for upcoming Eid season which generates high sales volume.,Will repay from daily sales revenue. Peak season sales will allow monthly repayment. Good cashflow during festivals.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,0,train
SME186,Manufacturing,11,Partnership,Gazipur,Urban,18,645000,145501,Yes,1,Sometimes,Working capital,974000,24,Moderate,3,No,4,Bachelor's,20,Small garments factory producing t-shirts. Supply to local brands. Running 11 years with orders from brands. BGMEA member.,Need industrial sewing machines. Current machines old. Want to add printing in-house. This will increase margins and orders.,Monthly production steady. Brands pay after delivery. Can produce more with machines. Factory building as collateral.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,0,train
SME187,Manufacturing,14,Sole,Rajshahi,Rural,12,732000,248247,Yes,3,Never,Expansion,244000,9,High,4,Yes,3,Primary,40,Rice mill processing paddy from local farmers. Running 14 years in rural area. Process monthly and supply to wholesalers.,Old milling machine breaking down. Need new automatic machine for better processing and less wastage. Will increase capacity.,Harvest season is peak when generate maximum profit. Will pay during these months. Have land as collateral.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,1,train
SME188,Agriculture,15,Limited,Gazipur,Rural,10,294000,60645,Yes,3,Never,Expansion,719000,12,Low,2,Yes,5,Bachelor's,40,Poultry farm raising chickens and producing eggs. Capacity good with several thousand birds. Running 15 years with success.,Need to upgrade ventilation and feeding equipment. Current system labor intensive. Better equipment will reduce costs and mortality.,Chickens ready for sale regularly. Do multiple cycles yearly. Will repay after each cycle. Farm land as collateral.,Weather dependent business. Seasonal demand fluctuation. Price volatility in market. Finding skilled workers difficult.,1,train
SME189,Manufacturing,11,Limited,Rajshahi,Rural,2,678000,146839,Yes,1,Rarely,Inventory,957000,15,High,5,No,3,Bachelor's,10,Rice mill processing paddy from local farmers. Running 11 years in rural area. Process monthly and supply to wholesalers.,Old milling machine breaking down. Need new automatic machine for better processing and less wastage. Will increase capacity.,Harvest season is peak when generate maximum profit. Will pay during these months. Have land as collateral.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,0,train
SME190,Manufacturing,6,Limited,Rajshahi,Rural,20,155000,48590,Yes,2,Sometimes,Working capital,929000,18,Low,5,No,5,Higher Secondary,10,Rice mill processing paddy from local farmers. Running 6 years in rural area. Process monthly and supply to wholesalers.,Old milling machine breaking down. Need new automatic machine for better processing and less wastage. Will increase capacity.,Harvest season is peak when generate maximum profit. Will pay during these months. Have land as collateral.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,0,test
SME191,Services,9,Sole,Chittagong,Urban,15,532000,130403,No,0,Never,Equipment,443000,12,Moderate,5,No,3,Primary,50,Diagnostic center offering blood tests X-ray and ultrasound. Licensed pathologist. Running 9 years with accurate reports.,Need to purchase automated equipment. Current machines slow. With automation can do more tests faster with better quality.,Daily patients steady. Can do more patients with new machines. No seasonal variation. Lab license as collateral.,Finding qualified staff difficult. Customer retention challenge. Competition increasing. Service quality must be maintained consistently.,0,train
SME192,Services,6,Sole,Chittagong,Urban,8,374000,88549,Yes,1,Rarely,Renovation,544000,6,High,3,No,3,Bachelor's,35,Diagnostic center offering blood tests X-ray and ultrasound. Licensed pathologist. Running 6 years with accurate reports.,Need to purchase automated equipment. Current machines slow. With automation can do more tests faster with better quality.,Daily patients steady. Can do more patients with new machines. No seasonal variation. Lab license as collateral.,Finding qualified staff difficult. Customer retention challenge. Competition increasing. Service quality must be maintained consistently.,0,train
SME193,Retail,4,Sole,Chittagong,Urban,6,255000,60188,Yes,1,Never,Working capital,160000,18,High,5,No,3,Secondary,40,Licensed pharmacy selling medicines and health products. Established 4 years ago near hospital area. Good relationship with doctors.,Want to stock more medicines inventory especially chronic disease medications. Many customers but stock unavailable.,Daily sales steady. Will allocate portion for repayment monthly. Pharmaceutical companies give credit. Shop ownership as collateral.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,0,train
SME194,Agriculture,15,Sole,Gazipur,Rural,3,324000,95503,Yes,3,Rarely,Expansion,381000,12,Moderate,5,No,5,Master's,10,Poultry farm raising chickens and producing eggs. Capacity good with several thousand birds. Running 15 years with success.,Need to upgrade ventilation and feeding equipment. Current system labor intensive. Better equipment will reduce costs and mortality.,Chickens ready for sale regularly. Do multiple cycles yearly. Will repay after each cycle. Farm land as collateral.,Weather dependent business. Seasonal demand fluctuation. Price volatility in market. Finding skilled workers difficult.,0,test
SME195,Agriculture,13,Partnership,Jessore,Rural,5,215000,56514,No,0,Never,Equipment,1074000,12,High,4,Yes,4,Master's,30,Vegetable farming growing various vegetables for market. Use quality seeds and fertilizers. Running 13 years with good production.,Need equipment and irrigation. Want to expand acreage. With more land can supply larger volumes to markets.,Harvest season brings good income. Will pay after harvest. Multiple crops yearly. Low overhead. Land as collateral.,Weather dependent business. Seasonal demand fluctuation. Price volatility in market. Finding skilled workers difficult.,1,train
SME196,Agriculture,8,Partnership,Jessore,Rural,4,565000,165312,Yes,2,Sometimes,Equipment,220000,6,Moderate,2,No,5,Master's,20,Vegetable farming growing various vegetables for market. Use quality seeds and fertilizers. Running 8 years with good production.,Need equipment and irrigation. Want to expand acreage. With more land can supply larger volumes to markets.,Harvest season brings good income. Will pay after harvest. Multiple crops yearly. Low overhead. Land as collateral.,Weather dependent business. Seasonal demand fluctuation. Price volatility in market. Finding skilled workers difficult.,0,train
SME197,Services,9,Sole,Dhaka,Urban,20,243000,83331,Yes,1,Rarely,Inventory,352000,15,Moderate,2,No,3,Secondary,45,Family owned restaurant serving Bengali and Chinese food. Started 9 years back with good customer base. Known for quality food.,Want to expand seating and install kitchen equipment. Currently capacity limited. This will increase revenue significantly.,Restaurant generates consistent revenue. Will allocate monthly for repayment. Wedding season brings more orders. Planning delivery service.,Finding qualified staff difficult. Customer retention challenge. Competition increasing. Service quality must be maintained consistently.,0,train
SME198,Retail,12,Limited,Sylhet,Urban,15,190000,59871,Yes,2,Never,Renovation,976000,24,Moderate,3,No,3,Bachelor's,15,Electronics showroom selling TV refrigerator and appliances. Running 12 years with good sales. Installment facility available.,Wedding season and Eid coming. Need to stock inventory. These festivals generate majority of annual sales.,Festival months sales triple. Can pay monthly during peak. Manufacturers give payment credit. Have shop ownership documents.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,0,train
SME199,Manufacturing,8,Sole,Dhaka,Urban,18,303000,71198,Yes,2,Never,Equipment,849000,24,High,3,No,4,Secondary,15,Plastic products making containers bottles and household items. Supply to distributors. Running 8 years with good market.,Need more injection machines. Current capacity cannot meet demand. Have orders but producing insufficient quantity.,Distributors order monthly with regular payment. Will earn more with production increase. Ramadan season demand triples.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,0,train
SME200,Manufacturing,12,Sole,Gazipur,Urban,10,670000,217234,No,0,Never,Inventory,382000,15,Low,2,No,4,Bachelor's,50,Small garments factory producing t-shirts. Supply to local brands. Running 12 years with orders from brands. BGMEA member.,Need industrial sewing machines. Current machines old. Want to add printing in-house. This will increase margins and orders.,Monthly production steady. Brands pay after delivery. Can produce more with machines. Factory building as collateral.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,0,test
